koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
9.48803557,0.1460,2.95750,615.8,2.26,793.0,93.59,35.80,5455.0,4.467,0.9270,15.347,0,0,0,0
